CustomerID,class
18010,no
18011,no
18013,no
18016,yes
18017,yes
18018,no
18024,no
18032,no
18036,yes
18037,no
18040,yes
18041,yes
18043,yes
18044,yes
18048,no
18050,no
18055,yes
18056,no
18061,yes
18062,no
18064,no
18065,yes
18068,no
18069,yes
18071,no
18072,no
18073,no
18074,no
18075,yes
18077,yes
18078,no
18079,yes
18081,yes
18084,yes
18085,no
18086,no
18087,no
18092,yes
18093,yes
18094,yes
18095,no
18097,yes
18099,no
18101,yes
18106,no
18108,no
18109,yes
18112,yes
18113,no
18114,no
18116,yes
18118,yes
18119,no
18120,no
18121,no
18122,yes
18125,yes
18127,yes
18129,no
18133,no
18135,yes
18136,yes
18138,no
18141,no
18142,no
18143,no
18144,yes
18145,yes
18146,no
18147,yes
18149,yes
18150,yes
18151,no
18155,yes
18156,yes
18159,no
18160,yes
18161,yes
18165,no
18167,yes
18168,no
18170,yes
18171,yes
18172,yes
18173,yes
18176,no
18177,yes
18178,no
18179,yes
18180,yes
18183,no
18185,no
18188,yes
18189,yes
18190,no
18191,no
18193,no
18196,yes
18198,yes
18200,no
18202,no
18203,no
18204,yes
18210,yes
18211,yes
18212,no
18213,no
18218,no
18219,yes
18220,no
18221,yes
18223,yes
18224,no
18225,yes
18226,yes
18227,no
18229,yes
18230,yes
18231,no
18232,yes
18233,no
18235,yes
18236,yes
18237,yes
18239,no
18241,yes
18242,yes
18245,no
18246,yes
18248,no
18250,no
18252,yes
18256,no
18257,yes
18259,yes
18260,no
18262,no
18263,yes
18265,yes
18268,no
18269,no
18270,yes
18272,yes
18273,yes
18277,yes
18280,no
18281,no
18282,no
18283,yes
