CustomerID,Austria,Belgium,Finland,France,Germany,Italy,Norway,Portugal,Spain,Switzerland,United Kingdom,balance,max_spent,mean_spent,min_spent,n_orders,time_between_orders,total_items,total_items_returned,total_refunded,total_spent
12377,0,0,0,0,0,0,0,0,0,1,0,-0.226482306854,0.0464617495726,0.391230641098,0.694053931489,-0.415169795317,-0.966644945665,-0.211806873651,0.177631684419,0.250957219095,-0.23087169439
12379,0,1,0,0,0,0,0,0,0,0,0,-0.339313224912,0.160447010945,-0.039523474197,-0.76077465257,-0.415169795317,1.1351113555,-0.349951895977,0.158070046798,0.228313797198,-0.342574607669
12380,0,1,0,0,0,0,0,0,0,0,0,-0.204431933706,0.65542265001,2.11647857224,3.5836160469,-0.695840379261,1.1351113555,-0.271725196588,0.177631684419,0.250957219095,-0.208942432024
12383,0,1,0,0,0,0,0,0,0,0,0,-0.208347689974,-0.349735030513,-0.61922988449,-0.76077465257,0.707512540462,-0.952138958923,0.0278664180945,0.118946771557,0.120322092769,-0.209904264642
12384,0,0,0,0,0,0,0,0,0,1,0,-0.456948414215,-0.274765052997,0.179643061713,1.0193276257,-0.695840379261,1.1351113555,-0.526378069067,0.177631684419,0.250957219095,-0.460071975987
12395,0,1,0,0,0,0,0,0,0,0,0,0.728301733518,0.00994707410994,-0.117753584071,-0.76077465257,1.83019487624,-0.983223216226,1.47672475465,0.0993851339371,0.0442634192202,0.723307967876
12399,0,1,0,0,0,0,0,0,0,0,0,-0.361324283238,-0.485154078118,-0.645392697058,-0.45447814058,0.146171372573,-0.912919068846,-0.115687897274,0.177631684419,0.250957219095,-0.364973056678
12401,0,1,0,0,0,0,0,0,0,0,0,-0.614079273666,-0.85358348469,-1.02557185246,-0.576326023087,-0.695840379261,1.1351113555,-0.599611574879,0.177631684419,0.250957219095,-0.616339800555
12402,0,1,0,0,0,0,0,0,0,0,0,-0.58097619357,-0.731642619779,-0.771666757201,-0.240166399657,-0.695840379261,1.1351113555,-0.565491418762,0.177631684419,0.250957219095,-0.583418537785
12405,0,0,1,0,0,0,0,0,0,0,0,-0.267823152647,0.421910238392,1.63025936131,2.93988234521,-0.695840379261,1.1351113555,-0.250504123881,0.177631684419,0.250957219095,-0.271985477261
12407,0,1,0,0,0,0,0,0,0,0,0,0.453370562512,1.021979014,0.916812177957,0.493955115262,0.146171372573,-0.943005559864,0.977405396851,0.177631684419,0.250957219095,0.445247110617
12408,0,1,0,0,0,0,0,0,0,0,0,0.393363039249,0.998932866374,0.156581188255,-0.76077465257,0.707512540462,-0.94730363001,0.25630502429,0.00157694583504,-0.108782888777,0.393644399687
12410,0,0,0,0,0,0,0,0,0,1,0,-0.495668271877,-0.471222117067,-0.807497597644,-0.76077465257,-0.134499211372,-1.21808204918,-0.517639980306,0.138508409178,0.108710081541,-0.495386090635
12413,0,0,0,1,0,0,0,0,0,0,0,-0.24666915744,0.362687335355,-0.172419907273,-0.76077465257,-0.134499211372,-0.573371527349,-0.38032715691,0.158070046798,0.135417707367,-0.248354110019
12414,1,0,0,0,0,0,0,0,0,0,0,-0.516287585505,-0.724691121541,-0.868424098729,-0.457991447808,-0.134499211372,-0.921515209137,-0.480191028471,0.177631684419,0.250957219095,-0.519085229281
12418,0,0,0,0,0,0,0,0,0,1,0,-0.457008696942,-0.274987114746,0.179180685055,1.01871545853,-0.695840379261,1.1351113555,-0.434420087339,0.177631684419,0.250957219095,-0.460131927614
12421,0,0,0,0,0,0,0,0,1,0,0,-0.233391231568,-0.324448955676,-0.145139684448,0.0242099692678,-0.134499211372,-0.563700869522,-0.0536890770134,0.177631684419,0.250957219095,-0.237742672114
12423,0,1,0,0,0,0,0,0,0,0,0,0.331725261368,-0.0840912492656,0.0674061538075,0.273628166509,0.707512540462,-1.01306410324,0.563802528804,0.177631684419,0.250957219095,0.324269941365
12426,0,0,0,0,1,0,0,0,0,0,0,-0.498380994592,-0.427389058738,-0.13815042569,0.598582469158,-0.695840379261,1.1351113555,-0.498083305459,0.177631684419,0.250957219095,-0.501276989594
12427,0,0,0,0,1,0,0,0,0,0,0,-0.421973948593,-0.0909461989162,-0.30124876598,-0.76077465257,-0.415169795317,1.1351113555,-0.493090111881,0.00157694583504,-0.410346820391,-0.410445062142
12428,0,0,1,0,0,0,0,0,0,0,0,4.19221799458,6.39581541656,2.54343114727,-0.76077465257,1.83019487624,-1.04401020828,3.7020246926,-0.448340719434,-0.204930341752,4.17379255654
12437,0,0,0,1,0,0,0,0,0,0,0,0.997744555378,0.283160264549,0.0963408809343,-0.76077465257,1.83019487624,-1.09800471449,1.15091887369,0.0798234963167,-0.384800395688,1.00090224509
12441,0,0,0,1,0,0,0,0,0,0,0,-0.591473251035,-0.770310328723,-0.852180605699,-0.346763334878,-0.695840379261,1.1351113555,-0.553840633747,0.177631684419,0.250957219095,-0.593857940587
12444,0,0,0,0,0,0,1,0,0,0,0,1.11222931695,3.99087701738,5.52528012196,3.41484422012,-0.415169795317,-0.902173893482,0.155192854334,0.177631684419,0.250957219095,1.10048711002
12447,0,1,0,0,0,0,0,0,0,0,0,-0.519149704544,-0.503894158782,-0.297449236051,0.387677571608,-0.695840379261,1.1351113555,-0.525961969603,0.177631684419,0.250957219095,-0.521931628247
12449,0,1,0,0,0,0,0,0,0,0,0,0.55381731165,1.51634639697,3.38373237192,4.56585157683,-0.415169795317,-0.850597051735,0.185984214732,0.177631684419,0.250957219095,0.545142160052
12450,0,0,0,0,0,0,0,0,1,0,0,-0.580378608276,-0.822127955166,-0.965985573575,-0.505261399607,-0.415169795317,-1.10848126047,-0.550511838028,0.177631684419,0.250957219095,-0.582824234704
12453,1,0,0,0,0,0,0,0,0,0,0,-0.446915271649,-0.237806254036,0.256598620277,1.12121353532,-0.695840379261,1.1351113555,-0.406957522659,0.177631684419,0.250957219095,-0.45009394005
12456,0,0,0,0,0,0,0,0,0,1,0,0.904885566879,2.21485611151,2.78329942535,-0.76077465257,-0.134499211372,-0.425088107328,0.81554270503,-0.154916155128,-0.06430888577,0.901359085632
12458,0,0,0,0,0,0,0,0,0,1,0,-0.35306030766,0.10792457982,0.976478870177,2.07430458484,-0.695840379261,1.1351113555,-0.248423626557,0.177631684419,0.250957219095,-0.356754470651
12461,0,0,0,0,0,0,0,0,0,1,0,-0.467938217449,-0.31524787537,0.0953497866194,0.907726889279,-0.695840379261,1.1351113555,-0.486432520443,0.177631684419,0.250957219095,-0.471001418172
12462,0,0,0,0,0,0,0,0,1,0,0,-0.162210435902,0.831034874228,0.658625072775,-0.76077465257,-0.415169795317,1.1351113555,-0.245094830838,0.0993851339371,0.0094273855335,-0.16153112177
12463,0,1,0,0,0,0,0,0,0,0,0,0.0796858006995,0.0457279803142,0.202972979611,-0.76077465257,0.146171372573,-1.00855112958,0.112750708921,0.0993851339371,0.188252358459,0.0750223571575
12464,0,1,0,0,0,0,0,0,0,0,0,-0.0433853179873,-0.25517534477,-0.412118647244,-0.516440104424,0.707512540462,-0.958908419403,-0.497667205994,0.177631684419,0.250957219095,-0.0487803583211
12465,0,1,0,0,0,0,0,0,0,0,0,-0.350093349096,0.118853879826,0.999235843085,2.10443385592,-0.695840379261,1.1351113555,-0.282543782673,0.177631684419,0.250957219095,-0.353803807987
12468,0,0,0,0,1,0,0,0,0,0,0,-0.461343811311,-0.463865114766,-0.724263098086,-0.76077465257,-0.134499211372,-0.392852581237,-0.453144563256,0.138508409178,0.187091157336,-0.463009605689
12472,0,0,0,0,1,0,0,0,0,0,0,2.77551624795,3.27164797616,1.80611214951,-0.76077465257,1.5495242923,-0.848985275431,3.1635919851,-2.03283336669,-3.22068577801,2.83256779967
12473,0,0,0,0,1,0,0,0,0,0,0,0.184824118593,0.978001132793,0.951229083981,-0.76077465257,-0.134499211372,-0.72165494737,0.56172203148,-1.21124458663,-0.218864755227,0.188721920261
12474,0,0,0,0,1,0,0,0,0,0,0,2.17749324902,1.1581704503,-0.016790836902,-0.76077465257,4.35623013174,-1.10965346142,2.5718985461,-0.585272182777,-1.26696488875,2.19397349971
12476,0,0,0,0,1,0,0,0,0,0,0,1.50065975798,2.57410374749,0.220312104287,-0.76077465257,2.39153604413,-0.936988261661,0.859233148838,-0.272285980851,-1.26673264852,1.52085227604
12477,0,0,0,0,1,0,0,0,0,0,0,2.71733031143,5.42564694383,5.26283111019,-0.76077465257,0.146171372573,-0.818361525644,0.953271627891,0.0798234963167,0.140062511859,2.69926144808
12480,0,0,0,0,1,0,0,0,0,0,0,0.842186288805,1.24026571351,2.60480193201,2.88332342203,-0.134499211372,-0.599159948222,0.705692446313,0.177631684419,0.250957219095,0.831927282275
12481,0,0,0,0,1,0,0,0,0,0,0,2.42363810738,1.92868610074,1.44066706188,-0.76077465257,1.5495242923,-1.04861528344,2.41211635161,-0.096231242267,0.187555637785,2.40611624025
12484,0,0,0,0,0,0,0,0,1,0,0,1.9182670389,2.97348663093,3.7441449252,-0.76077465257,0.146171372573,-0.470217843856,1.84081178639,0.0798234963167,-0.17288119076,1.9116117649
12489,0,0,0,1,0,0,0,0,0,0,0,-0.55389352321,-0.631878965216,-0.563939017744,0.034856354808,-0.695840379261,1.1351113555,-0.560914324649,0.177631684419,0.250957219095,-0.556484617896
12490,0,0,0,1,0,0,0,0,0,0,0,0.724766020529,1.27150883614,1.43722213241,1.20667739525,0.146171372573,-0.809765385353,0.766026868714,0.177631684419,0.250957219095,0.715151940069
12492,0,0,0,0,1,0,0,0,0,0,0,-0.525896127993,-0.52874576498,-0.349195215085,0.319168080657,-0.695840379261,1.1351113555,-0.515559482982,0.177631684419,0.250957219095,-0.528640997239
12493,0,0,0,1,0,0,0,0,0,0,0,-0.537155893005,-0.730773682499,-0.910419961278,-0.76077465257,-0.134499211372,-1.01822178741,-0.5188882787,0.158070046798,0.0541336287648,-0.535420744227
12494,0,0,0,1,0,0,0,0,0,0,0,0.00640297255223,0.235590775918,-0.665197495521,-0.76077465257,1.83019487624,-0.894115011959,-0.147311456602,-0.0571079670262,-0.31745073056,0.01349374214
12500,0,0,0,0,1,0,0,0,0,0,0,0.687188913693,0.36698374746,0.521815190883,0.330586329149,0.707512540462,-0.926672893311,0.949110633242,0.177631684419,0.250957219095,0.67778122397
12501,0,0,0,0,1,0,0,0,0,0,0,-0.122282302712,1.03499376348,0.870966527146,-0.76077465257,-0.415169795317,1.1351113555,0.134803980557,-1.01562821043,-0.674636195961,-0.106466856053
12502,0,0,0,0,0,0,0,0,1,0,0,0.969262277356,0.966077382344,1.90605196033,1.94766582884,0.146171372573,-0.829106701008,0.064899270465,0.177631684419,0.250957219095,0.958305311104
12506,0,0,0,1,0,0,0,0,0,0,0,-0.612978458651,-0.849528444051,-1.01712845262,-0.56514731827,-0.695840379261,1.1351113555,-0.594202281836,0.177631684419,0.250957219095,-0.615245031721
12507,0,0,0,0,0,0,0,0,1,0,0,-0.368555589492,-0.298815305926,-0.635763200571,-0.76077465257,0.146171372573,-0.689419421278,-0.230947449034,-0.0375463294058,-0.291904305856,-0.359978825524
12509,0,0,0,1,0,0,0,0,0,0,0,-0.590700059536,-0.767462145418,-0.846250122476,-0.338911625542,-0.695840379261,1.1351113555,-0.581303198426,0.177631684419,0.250957219095,-0.593088995812
12510,0,0,0,0,0,0,0,0,1,0,0,-0.418744891215,-0.344048318761,-0.346109353476,-0.181824206897,-0.415169795317,-0.0447088994493,-0.459386055229,0.177631684419,0.250957219095,-0.422078284291
12513,0,0,0,1,0,0,0,0,0,0,0,-0.187505592355,0.717773727255,2.24630589648,3.75550194144,-0.695840379261,1.1351113555,-0.0653398620288,0.177631684419,0.250957219095,-0.192109057917
12514,0,0,0,0,0,1,0,0,0,0,0,-0.365510001283,0.0620640011717,0.880988038625,1.94787875655,-0.695840379261,1.1351113555,-0.420688804999,0.177631684419,0.250957219095,-0.369135784836
12515,0,0,0,0,0,1,0,0,0,0,0,-0.5591957822,-0.651410744291,-0.604608060319,-0.0189877400612,-0.695840379261,1.1351113555,-0.550511838028,0.177631684419,0.250957219095,-0.561757754443
12516,0,0,0,0,1,0,0,0,0,0,0,-0.263024123379,0.439588284604,1.66706856396,2.98861617502,-0.695840379261,1.1351113555,-0.220961061878,0.177631684419,0.250957219095,-0.267212806466
12517,0,0,0,0,1,0,0,0,0,0,0,0.51689020987,1.28070026159,3.2421144429,4.84047509184,-0.415169795317,-0.811914420426,0.47142844761,0.177631684419,0.250957219095,0.508417878884
12518,0,0,0,0,1,0,0,0,0,0,0,-0.410957935478,-0.105351248041,0.53239624513,1.48635794339,-0.695840379261,1.1351113555,-0.389065245671,0.177631684419,0.250957219095,-0.414334098092
12520,0,0,0,0,1,0,0,0,0,0,0,0.716564948667,1.47527462822,0.925026399803,-0.76077465257,0.426841956517,-0.938707489719,0.706524645243,0.00157694583504,-0.349964362001,0.720485028242
12521,0,0,0,0,1,0,0,0,0,0,0,-0.489220641074,-0.393645327712,-0.067889277001,0.691605262815,-0.695840379261,1.1351113555,-0.476446133287,0.177631684419,0.250957219095,-0.492166948947
12523,0,0,0,1,0,0,0,0,0,0,0,0.101261774995,-0.361475338647,-0.361162442004,0.0416966575175,0.988183124406,-0.980613673638,0.0162156330791,0.177631684419,0.250957219095,0.0950722663596
12524,0,0,0,0,1,0,0,0,0,0,0,1.47071496859,1.91781472989,1.52344030164,1.64078376564,0.707512540462,-1.0001698928,2.26731373784,0.177631684419,0.250957219095,1.45700379373
12527,0,0,0,0,1,0,0,0,0,0,0,-0.446173532008,-0.54325701755,-0.451300043179,0.0888069135326,-0.415169795317,-1.02466889263,-0.344126503469,0.177631684419,0.250957219095,-0.449356274384
12528,0,0,0,0,1,0,0,0,0,0,0,0.302066159676,0.377613746847,0.0332438900006,-0.76077465257,0.707512540462,-0.792573104771,0.0324435122077,0.0602618586963,0.120902693331,0.297693124643
12530,0,0,0,0,1,0,0,0,0,0,0,0.113142714194,0.171279762365,0.283838636435,-0.76077465257,0.146171372573,-0.534688896039,0.0478391924067,-0.0766696046466,-0.197847014902,0.116962429838
12534,0,0,0,0,1,0,0,0,0,0,0,-0.375076607962,0.0268237670525,0.807610873328,1.8507304885,-0.695840379261,1.1351113555,-0.335388414708,0.177631684419,0.250957219095,-0.378649847315
12535,0,0,0,1,0,0,0,0,0,0,0,-0.356868603415,0.0938960701829,0.947268727388,2.03563158936,-0.695840379261,1.1351113555,-0.466043646666,0.177631684419,0.250957219095,-0.360541849496
12540,0,0,0,0,0,0,0,0,1,0,0,4.96369798802,3.01254053423,2.74908477104,-0.76077465257,2.11086546018,-1.03971213814,4.3611262449,0.0602618586963,-0.511951918644,4.94792705781
12541,0,0,0,0,0,0,0,0,1,0,0,-0.232256343707,0.0415667362306,0.369086819845,0.648913256799,-0.415169795317,-0.528241790821,-0.0590983700563,0.177631684419,0.250957219095,-0.236614017579
12545,0,0,0,0,0,0,0,0,1,0,0,-0.223735511292,0.584314615959,1.968417525,3.38758947314,-0.695840379261,1.1351113555,-0.176022319675,0.177631684419,0.250957219095,-0.228139985492
12547,0,0,0,0,0,0,0,0,1,0,0,-0.592456121584,-0.793626812394,-1.01230365271,-0.706478086315,-0.415169795317,-0.689419421278,-0.548847440169,0.177631684419,0.250957219095,-0.59483541276
12548,0,0,0,0,0,0,0,0,1,0,0,-0.614629681174,-0.855611005009,-1.02979355238,-0.581915375495,-0.695840379261,1.1351113555,-0.583799795215,0.177631684419,0.250957219095,-0.616887184971
12551,0,0,0,0,0,0,0,0,1,0,0,-0.588210120812,-0.758290029688,-0.827151956166,-0.313626459884,-0.695840379261,1.1351113555,-0.562162623043,0.177631684419,0.250957219095,-0.590612732975
12553,0,0,0,1,0,0,0,0,0,0,0,0.985420669185,0.65080762757,0.0831792288465,-0.76077465257,1.83019487624,-0.984911743783,0.950775031102,-0.585272182777,-0.170558788514,0.98383688425
12556,0,0,0,0,0,0,0,0,1,0,0,-0.391562623307,-0.0339052939364,0.681160909021,1.68331607588,-0.695840379261,1.1351113555,-0.387816947277,0.177631684419,0.250957219095,-0.395045313888
12559,0,0,0,0,1,0,0,0,0,0,0,-0.501138274106,-0.485916811952,-0.812603844215,-0.76077465257,-0.134499211372,-1.16650520743,-0.486848619908,0.138508409178,-0.0451490672423,-0.497372314089
12561,0,0,0,0,1,0,0,0,0,0,0,-0.569640419902,-0.689885356062,-0.684719842157,-0.125052356005,-0.695840379261,1.1351113555,-0.530122964251,0.177631684419,0.250957219095,-0.572145025396
12562,0,0,0,1,0,0,0,0,0,0,0,0.550268493721,1.08916717544,1.85845229372,2.46036914049,-0.134499211372,-0.989209813929,0.409845726814,0.177631684419,0.250957219095,0.541612833862
12564,0,0,0,1,0,0,0,0,0,0,0,-0.526643109611,-0.531497399699,-0.354924664978,0.31158253096,-0.695840379261,1.1351113555,-0.549679639098,0.177631684419,0.250957219095,-0.52938387609
12567,0,0,0,1,0,0,0,0,0,0,0,4.19715593622,3.17460699174,3.01486525029,-0.76077465257,1.5495242923,-0.979539156101,3.23141619787,-4.04768204159,-3.07402607619,4.24310706323
12569,0,0,0,0,1,0,0,0,0,0,0,0.499334831368,-0.108093227901,-0.493580445211,-0.76077465257,2.67220662807,-1.13661408324,0.427738003802,0.0602618586963,-0.0242474470303,0.497136546717
12571,0,0,0,1,0,0,0,0,0,0,0,-0.45788148599,-0.278202182681,0.17248627518,1.00985234257,-0.695840379261,1.1351113555,-0.392810140855,0.177631684419,0.250957219095,-0.460999922903
12573,0,0,0,1,0,0,0,0,0,0,0,-0.590165377958,-0.76549255425,-0.842149042552,-0.333481968917,-0.695840379261,1.1351113555,-0.568820214481,0.177631684419,0.250957219095,-0.59255725095
12574,0,0,0,1,0,0,0,0,0,0,0,-0.584422792962,-0.74433875892,-0.798102640041,-0.275166392121,-0.695840379261,1.1351113555,-0.579222701102,0.177631684419,0.250957219095,-0.58684620687
12577,0,0,0,1,0,0,0,0,0,0,0,-0.458012535396,-0.278684925614,0.171481108532,1.00852154438,-0.695840379261,1.1351113555,-0.420272705534,0.177631684419,0.250957219095,-0.461130252526
12578,0,0,0,0,0,1,0,0,0,0,0,0.493212203093,3.26504405283,1.74015088037,-0.76077465257,-0.134499211372,1.1351113555,0.322880938663,-0.311409256091,-0.226877042975,0.495596050573
12580,0,0,0,0,1,0,0,0,0,0,0,-0.532723802075,-0.553896671797,-0.401564397441,0.249833494827,-0.695840379261,1.1351113555,-0.505573095826,0.177631684419,0.250957219095,-0.535431170597
12582,0,0,1,0,0,0,0,0,0,0,0,-0.540151682439,-0.740718186922,-0.811712596454,-0.321185393618,-0.415169795317,-0.902173893482,-0.480607127935,0.177631684419,0.250957219095,-0.542818253629
12583,0,0,0,1,0,0,0,0,0,0,0,2.28250838047,1.28087404904,1.3191714523,0.740365708588,1.5495242923,-1.00532757697,3.32961567157,0.177631684419,0.250957219095,2.26433846317
12584,0,0,0,0,0,1,0,0,0,0,0,-0.113829615989,0.144381326131,-0.644153829164,-0.76077465257,1.26885370835,-0.893577753191,-0.427762495901,-0.0571079670262,-0.84405543979,-0.0942575769702
12585,0,0,0,0,1,0,0,0,0,0,0,-0.169163917414,0.194499697449,-0.248125708638,-0.76077465257,0.146171372573,-0.463770738638,-0.0765745475794,-0.23316270561,-0.414294904209,-0.158934955679
12586,0,0,0,0,0,1,0,0,0,0,0,-0.636698401238,-0.920491655223,-1.16488794986,-0.76077465257,-0.695840379261,1.1351113555,-0.603772569527,0.138508409178,0.0535530282033,-0.634403486302
12589,0,0,0,1,0,0,0,0,0,0,0,-0.561725035746,-0.6607276829,-0.624007776623,-0.0446721451768,-0.695840379261,1.1351113555,-0.519304378165,0.177631684419,0.250957219095,-0.564273116167
12591,0,0,0,0,0,1,0,0,0,0,0,-0.535567574197,-0.564372193446,-0.423376513701,0.220955174049,-0.695840379261,1.1351113555,-0.510150189939,0.177631684419,0.250957219095,-0.538259323416
12592,0,0,0,0,1,0,0,0,0,0,0,-0.446571922204,-0.236541467551,0.259232156895,1.12470022659,-0.695840379261,1.1351113555,-0.374085664937,0.177631684419,0.250957219095,-0.449752476438
12593,0,0,0,1,0,0,0,0,0,0,0,-0.532094764924,-0.727394481967,-0.908838499086,-0.532409682734,-0.134499211372,-0.863491262172,-0.5188882787,0.177631684419,0.250957219095,-0.534805588407
12594,0,0,0,0,0,1,0,0,0,0,0,1.17324592064,0.990185564425,0.813446583695,-0.532090291168,0.988183124406,-1.00425305944,1.03649152086,0.177631684419,0.250957219095,1.16116858249
12596,0,0,0,0,0,0,0,0,1,0,0,-0.463498263555,-0.298892544795,0.129404832651,0.952814332042,-0.695840379261,1.1351113555,-0.392810140855,0.177631684419,0.250957219095,-0.466585850544
12597,0,0,0,0,0,0,0,0,1,0,0,0.28403900331,1.02722160226,2.34911434123,3.17466176234,-0.415169795317,-0.670078105623,0.256721123755,0.177631684419,0.250957219095,0.276845598148
12598,0,0,0,1,0,0,0,0,0,0,0,0.513349254905,1.06867956535,1.04207604562,-0.76077465257,0.146171372573,-0.824808630862,0.561305932015,-0.291847618471,0.0140721900251,0.510213821089
12599,0,0,0,1,0,0,0,0,0,0,0,-0.0687826929783,-0.423556079849,-0.444585529971,-0.142751971965,0.707512540462,-0.992433366538,0.309981855254,0.177631684419,0.250957219095,-0.0740382392582
12600,0,0,0,0,1,0,0,0,0,0,0,0.581819948844,0.496252650096,-0.000884868251405,-0.449367875521,1.26885370835,-0.982302201195,-0.00292494230336,0.177631684419,0.250957219095,0.572990993895
12601,0,0,0,0,1,0,0,0,0,0,0,-0.506550614597,-0.798589409746,-1.00169579402,-0.76077465257,0.707512540462,-0.990821590233,-0.503908697966,0.158070046798,0.163867134878,-0.507446793947
12604,0,0,0,1,0,0,0,0,0,0,0,-0.491023880908,-0.400287870472,-0.0817203700763,0.673293479686,-0.695840379261,1.1351113555,-0.414863412491,0.177631684419,0.250957219095,-0.493960284559
12605,0,0,0,0,1,0,0,0,0,0,0,-0.634208462514,-0.920491655223,-1.16488794986,-0.76077465257,-0.695840379261,1.1351113555,-0.603772569527,0.0993851339371,0.163867134878,-0.634403486302
12609,0,0,0,0,1,0,0,0,0,0,0,-0.11198968232,0.372892520961,0.830317587904,0.956833342583,-0.415169795317,-0.367064160364,-0.0149918267836,0.177631684419,0.250957219095,-0.117007915961
12610,0,0,0,0,0,1,0,0,0,0,0,0.214650963526,1.4179151129,1.00811481514,-0.76077465257,-0.134499211372,-1.09558705003,0.139797174136,-0.0766696046466,0.116838489401,0.210849283654
12613,0,0,0,0,1,0,0,0,0,0,0,0.378787724251,1.03185593441,1.42002540634,0.356217502337,-0.134499211372,-1.01177468219,0.296666672379,0.177631684419,0.250957219095,0.371073915576
12614,0,0,0,0,1,0,0,0,0,0,0,-0.549524335996,-0.615784315825,-0.530426761703,0.0792251665464,-0.695840379261,1.1351113555,-0.572149010199,0.177631684419,0.250957219095,-0.552139428266
12615,0,0,0,1,0,0,0,0,0,0,0,-0.198846607999,0.675997153821,2.15931877477,3.64033466586,-0.695840379261,1.1351113555,-0.0977956202861,0.177631684419,0.250957219095,-0.203387783492
12616,0,0,0,1,0,0,0,0,0,0,0,-0.437188784694,-0.176681343842,-0.648634359497,-0.76077465257,-0.134499211372,1.1351113555,-0.463963149342,0.0211385834554,-0.0532774751026,-0.433591603186
12619,0,0,0,0,1,0,0,0,0,0,0,0.62734913367,0.841481431301,1.25042196256,0.820027288392,0.146171372573,-0.925813279282,1.60862828501,0.177631684419,0.250957219095,0.618270111517
12620,0,0,0,1,0,0,0,0,0,0,0,-0.234400311998,0.54502899606,1.88661706319,3.27928911623,-0.695840379261,1.1351113555,-0.124009886571,0.177631684419,0.250957219095,-0.238746210211
12621,0,0,0,0,1,0,0,0,0,0,0,5.93953642605,2.42520651719,1.98824695005,-0.76077465257,3.51421837991,-1.09409925652,5.75131455692,-0.194039430369,-0.00160402513396,5.90694976887
12622,0,0,0,0,1,0,0,0,0,0,0,-0.589756503809,-0.763986396299,-0.839012922611,-0.329329878556,-0.695840379261,1.1351113555,-0.575477805918,0.177631684419,0.250957219095,-0.592150622526
12623,0,0,0,0,1,0,0,0,0,0,0,-0.561711930806,-0.660679408607,-0.623907259958,-0.0445390653575,-0.695840379261,1.1351113555,-0.525129770673,0.177631684419,0.250957219095,-0.564260083204
12624,0,0,0,1,0,0,0,0,0,0,0,-0.483074423906,-0.625835023693,-0.592817455539,-0.0582729027043,-0.415169795317,-0.760337578679,-0.457721657369,0.177631684419,0.250957219095,-0.486054489628
12625,0,0,0,0,1,0,0,0,0,0,0,-0.0130814532148,0.615229473397,0.452639622174,-0.76077465257,-0.134499211372,-0.528241790821,0.0607382758166,-0.487463994675,-0.347061359194,-0.00521898513016
12626,0,0,0,0,1,0,0,0,0,0,0,2.61438313962,1.87466716652,1.37198380146,-0.76077465257,1.83019487624,-0.946014208966,2.32390326506,-1.83721699048,-2.44453894747,2.65489724441
12627,0,0,0,0,1,0,0,0,0,0,0,0.651941865305,1.22772405211,2.11840179109,2.37785965255,-0.134499211372,-1.1213754709,0.61248616619,0.177631684419,0.250957219095,0.642727768569
12633,0,0,0,0,1,0,0,0,0,0,0,0.796505086667,1.9837477597,1.58651953463,-0.76077465257,0.146171372573,-0.711984289542,0.575453313819,-0.0766696046466,-0.0201832431002,0.792583375685
12635,0,0,0,0,1,0,0,0,0,0,0,-0.144610500601,0.87578514413,2.57531704367,4.19109880582,-0.695840379261,1.1351113555,-0.0549373754079,0.177631684419,0.250957219095,-0.149449565718
